interaction_type,degree,change_polarization,change_opinion,x_i_prior,x_i_post,avg_x_j,topic,topic_title,window_start,window_end,degree_bin,degree_bin_label
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.3170731707317074,0.0,-0.0,-2.0,-2.0,-1.6829268292682926,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,1.0,0.0,-0.0,-1.0,-1.0,-2.0,Gun_Control,Gun Control,25,30,2,More Radical
same,0.6923076923076923,0.0,0.0,1.0,1.0,1.6923076923076923,Gun_Control,Gun Control,25,30,2,More Radical
same,-1.3076923076923077,-1.0,-1.0,2.0,1.0,0.6923076923076923,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.6000000000000001,-1.0,-1.0,2.0,1.0,1.4,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.5333333333333334,1.0,1.0,1.0,2.0,1.5333333333333334,Gun_Control,Gun Control,25,30,2,More Radical
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.9411764705882353,0.0,0.0,1.0,1.0,0.058823529411764705,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.06666666666666665,0.0,-0.0,-2.0,-2.0,-1.9333333333333333,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
diff,-0.2857142857142857,1.0,1.0,1.0,2.0,-0.7142857142857143,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.6538461538461537,-1.0,-1.0,2.0,1.0,1.3461538461538463,Gun_Control,Gun Control,25,30,0,More Moderate
diff,-0.736842105263158,0.0,0.0,1.0,1.0,-0.2631578947368421,Gun_Control,Gun Control,25,30,0,More Moderate
same,1.0,1.0,1.0,-1.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.1333333333333333,0.0,-0.0,-2.0,-2.0,-1.8666666666666667,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.68,-2.0,-2.0,2.0,0.0,0.32,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-1.0714285714285714,-1.0,-1.0,2.0,1.0,0.9285714285714286,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.0,-1.0,-1.0,2.0,1.0,1.0,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,0.0,1.0,1.0,1.0,Gun_Control,Gun Control,25,30,1,Same
same,-1.3333333333333335,0.0,0.0,2.0,2.0,0.6666666666666666,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.28,0.0,0.0,1.0,1.0,0.72,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8,0.0,0.0,1.0,1.0,0.2,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.33333333333333326,0.0,0.0,1.0,1.0,1.3333333333333333,Gun_Control,Gun Control,25,30,2,More Radical
same,0.5666666666666667,0.0,0.0,1.0,1.0,1.5666666666666667,Gun_Control,Gun Control,25,30,2,More Radical
same,-1.3,0.0,0.0,2.0,2.0,0.7,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5,-1.0,-1.0,2.0,1.0,1.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.40740740740740744,0.0,0.0,1.0,1.0,1.4074074074074074,Gun_Control,Gun Control,25,30,2,More Radical
same,0.43999999999999995,1.0,1.0,-1.0,-2.0,-1.44,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.4,1.0,1.0,1.0,2.0,0.6,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.5,0.0,-0.0,-1.0,-1.0,-1.5,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.4,0.0,0.0,1.0,1.0,0.6,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8799999999999999,0.0,0.0,2.0,2.0,1.12,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.41999999999999993,-1.0,-1.0,2.0,1.0,1.58,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8,-1.0,-1.0,2.0,1.0,1.2,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8076923076923077,-1.0,-1.0,2.0,1.0,1.1923076923076923,Gun_Control,Gun Control,25,30,0,More Moderate
diff,0.0,0.0,0.0,1.0,1.0,-1.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.5428571428571429,0.0,0.0,1.0,1.0,0.45714285714285713,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.0,0.0,-0.0,-2.0,-2.0,-1.0,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.33333333333333326,0.0,0.0,2.0,2.0,1.6666666666666667,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.7,0.0,0.0,2.0,2.0,1.3,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.6451612903225805,0.0,0.0,2.0,2.0,0.3548387096774194,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
diff,-0.5769230769230769,0.0,0.0,1.0,1.0,-0.4230769230769231,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.6785714285714286,0.0,-0.0,-2.0,-2.0,-1.3214285714285714,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.9666666666666666,0.0,-0.0,-1.0,-1.0,-1.9666666666666666,Gun_Control,Gun Control,25,30,2,More Radical
diff,-0.5789473684210527,0.0,0.0,1.0,1.0,-0.42105263157894735,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.7058823529411764,0.0,-0.0,-2.0,-2.0,-1.2941176470588236,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.5,0.0,-0.0,-1.0,-1.0,-1.5,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.6086956521739131,1.0,1.0,1.0,2.0,0.391304347826087,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8333333333333333,0.0,0.0,2.0,2.0,1.1666666666666667,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.7714285714285714,0.0,0.0,2.0,2.0,1.2285714285714286,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.3142857142857143,0.0,0.0,2.0,2.0,1.6857142857142857,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5483870967741935,0.0,0.0,2.0,2.0,1.4516129032258065,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.06666666666666665,1.0,1.0,1.0,2.0,0.9333333333333333,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.17142857142857137,1.0,1.0,1.0,2.0,0.8285714285714286,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8484848484848485,0.0,0.0,1.0,1.0,0.15151515151515152,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.0,0.0,-0.0,-2.0,-2.0,-1.0,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.16666666666666674,0.0,-0.0,-2.0,-2.0,-1.8333333333333333,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.2666666666666666,0.0,0.0,2.0,2.0,1.7333333333333334,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.6000000000000001,0.0,0.0,2.0,2.0,1.4,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.0,-1.0,-1.0,2.0,1.0,1.0,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.8,0.0,0.0,1.0,1.0,1.8,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.3125,0.0,-0.0,-2.0,-2.0,-1.6875,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.5,0.0,-0.0,-1.0,-1.0,-1.5,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.5,0.0,-0.0,-2.0,-2.0,-1.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.5384615384615385,0.0,-0.0,-1.0,-1.0,-1.5384615384615385,Gun_Control,Gun Control,25,30,2,More Radical
same,-1.0,0.0,0.0,2.0,2.0,1.0,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.7333333333333334,0.0,-0.0,-2.0,-2.0,-1.2666666666666666,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.12,-1.0,-1.0,2.0,1.0,0.88,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8999999999999999,0.0,0.0,2.0,2.0,1.1,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.2941176470588236,0.0,-0.0,-2.0,-2.0,-1.7058823529411764,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.43333333333333335,0.0,0.0,2.0,2.0,1.5666666666666667,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.19999999999999996,0.0,0.0,2.0,2.0,1.8,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.7037037037037037,0.0,0.0,2.0,2.0,1.2962962962962963,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.23809523809523814,1.0,1.0,1.0,2.0,0.7619047619047619,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.09090909090909083,0.0,-0.0,-2.0,-2.0,-1.9090909090909092,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.11764705882352944,1.0,1.0,1.0,2.0,0.8823529411764706,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.19999999999999996,1.0,1.0,1.0,2.0,1.2,Gun_Control,Gun Control,25,30,2,More Radical
same,1.0,1.0,1.0,-1.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.3999999999999999,0.0,-0.0,-2.0,-2.0,-1.6,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5,-1.0,-1.0,2.0,1.0,1.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.6666666666666667,0.0,0.0,1.0,1.0,0.3333333333333333,Gun_Control,Gun Control,25,30,0,More Moderate
diff,-0.34615384615384615,0.0,0.0,1.0,1.0,-0.6538461538461539,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.19999999999999996,0.0,-0.0,-2.0,-2.0,-1.8,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.15999999999999992,0.0,-0.0,-2.0,-2.0,-1.84,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.19999999999999996,0.0,-0.0,-2.0,-2.0,-1.8,Gun_Control,Gun Control,25,30,0,More Moderate
same,1.0,1.0,1.0,-1.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.15000000000000002,1.0,1.0,1.0,2.0,0.85,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8181818181818181,0.0,0.0,1.0,1.0,0.18181818181818182,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.10000000000000009,0.0,0.0,1.0,1.0,1.1,Gun_Control,Gun Control,25,30,2,More Radical
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.76,-1.0,-1.0,2.0,1.0,1.24,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.25,0.0,0.0,1.0,1.0,0.75,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5357142857142858,0.0,-0.0,-2.0,-2.0,-1.4642857142857142,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.95,1.0,1.0,-1.0,-2.0,-1.95,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.8095238095238095,0.0,-0.0,-2.0,-2.0,-1.1904761904761905,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.21052631578947367,0.0,-0.0,-2.0,-2.0,-1.7894736842105263,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.6451612903225807,0.0,0.0,2.0,2.0,1.3548387096774193,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.4242424242424243,0.0,0.0,2.0,2.0,0.5757575757575758,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.17647058823529416,0.0,0.0,1.0,1.0,0.8235294117647058,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.37142857142857144,0.0,0.0,2.0,2.0,1.6285714285714286,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.7,0.0,0.0,1.0,1.0,1.7,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.8333333333333333,0.0,0.0,2.0,2.0,1.1666666666666667,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.5365853658536586,0.0,0.0,1.0,1.0,1.5365853658536586,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.75,0.0,0.0,2.0,2.0,1.25,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.16666666666666674,0.0,0.0,1.0,1.0,1.1666666666666667,Gun_Control,Gun Control,25,30,2,More Radical
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-1.3333333333333335,0.0,0.0,2.0,2.0,0.6666666666666666,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5,0.0,0.0,2.0,2.0,1.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.3846153846153846,0.0,-0.0,-2.0,-2.0,-1.6153846153846154,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.3529411764705883,0.0,0.0,2.0,2.0,1.6470588235294117,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.19999999999999996,0.0,-0.0,-2.0,-2.0,-1.8,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.0,0.0,0.0,2.0,2.0,1.0,Gun_Control,Gun Control,25,30,0,More Moderate
diff,-1.9444444444444444,0.0,0.0,2.0,2.0,-0.05555555555555555,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.8125,0.0,0.0,1.0,1.0,0.1875,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.2962962962962963,0.0,0.0,2.0,2.0,0.7037037037037037,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.5,0.0,-0.0,-1.0,-1.0,-1.5,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.10000000000000009,0.0,0.0,2.0,2.0,1.9,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.8,1.0,1.0,1.0,2.0,1.8,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.9090909090909092,0.0,0.0,2.0,2.0,1.0909090909090908,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5909090909090908,-1.0,-1.0,2.0,1.0,1.4090909090909092,Gun_Control,Gun Control,25,30,0,More Moderate
diff,-0.5,0.0,0.0,1.0,1.0,-0.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.6666666666666667,1.0,1.0,-1.0,-2.0,-1.6666666666666667,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.6000000000000001,0.0,0.0,2.0,2.0,1.4,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.5,0.0,-0.0,-1.0,-1.0,-1.5,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.6666666666666667,0.0,0.0,1.0,1.0,0.3333333333333333,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8,0.0,0.0,1.0,1.0,0.2,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5833333333333333,0.0,-0.0,-2.0,-2.0,-1.4166666666666667,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.2857142857142857,0.0,0.0,1.0,1.0,0.7142857142857143,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.9142857142857144,0.0,0.0,2.0,2.0,1.0857142857142856,Gun_Control,Gun Control,25,30,0,More Moderate
same,1.0,1.0,1.0,-1.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,2,More Radical
same,0.33333333333333326,0.0,0.0,1.0,1.0,1.3333333333333333,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.5,0.0,0.0,2.0,2.0,1.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,1.0,1.0,1.0,-1.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,2,More Radical
diff,-1.7647058823529411,0.0,0.0,2.0,2.0,-0.23529411764705882,Gun_Control,Gun Control,25,30,0,More Moderate
same,1.0,0.0,0.0,1.0,1.0,2.0,Gun_Control,Gun Control,25,30,2,More Radical
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-1.0909090909090908,0.0,0.0,2.0,2.0,0.9090909090909091,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.0,0.0,-0.0,-2.0,-2.0,-1.0,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.020000000000000018,1.0,1.0,1.0,2.0,0.98,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.1499999999999999,0.0,0.0,2.0,2.0,1.85,Gun_Control,Gun Control,25,30,0,More Moderate
same,1.0,1.0,1.0,1.0,2.0,2.0,Gun_Control,Gun Control,25,30,2,More Radical
same,1.0,0.0,-0.0,-1.0,-1.0,-2.0,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.46666666666666656,0.0,-0.0,-2.0,-2.0,-1.5333333333333334,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.6000000000000001,0.0,0.0,2.0,2.0,1.4,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5,0.0,-0.0,-2.0,-2.0,-1.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.2727272727272727,0.0,0.0,1.0,1.0,1.2727272727272727,Gun_Control,Gun Control,25,30,2,More Radical
same,0.5,0.0,-0.0,-1.0,-1.0,-1.5,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.25,0.0,-0.0,-2.0,-2.0,-1.75,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.25,0.0,0.0,2.0,2.0,1.75,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5,0.0,-0.0,-2.0,-2.0,-1.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.0,0.0,0.0,2.0,2.0,1.0,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.2727272727272727,0.0,-0.0,-2.0,-2.0,-1.7272727272727273,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5,0.0,0.0,1.0,1.0,0.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5,0.0,-0.0,-2.0,-2.0,-1.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,1.0,0.0,-0.0,-1.0,-1.0,-2.0,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.375,0.0,0.0,1.0,1.0,0.625,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8999999999999999,0.0,-0.0,-2.0,-2.0,-1.1,Gun_Control,Gun Control,25,30,0,More Moderate
diff,-0.92,0.0,0.0,1.0,1.0,-0.08,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.23333333333333328,0.0,0.0,1.0,1.0,0.7666666666666667,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.3199999999999998,0.0,0.0,2.0,2.0,0.68,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8709677419354838,-1.0,-1.0,2.0,1.0,1.1290322580645162,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8260869565217391,1.0,1.0,1.0,2.0,0.17391304347826086,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.16666666666666663,0.0,0.0,1.0,1.0,0.8333333333333334,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.6666666666666667,-1.0,-1.0,2.0,1.0,1.3333333333333333,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.6086956521739131,0.0,0.0,2.0,2.0,1.391304347826087,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.78125,-1.0,-1.0,2.0,1.0,1.21875,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,0.0,1.0,1.0,1.0,Gun_Control,Gun Control,25,30,1,Same
same,-1.0,0.0,-0.0,-2.0,-2.0,-1.0,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.3714285714285714,0.0,0.0,2.0,2.0,0.6285714285714286,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.0,0.0,-0.0,-2.0,-2.0,-1.0,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.48571428571428577,0.0,0.0,2.0,2.0,1.5142857142857142,Gun_Control,Gun Control,25,30,0,More Moderate
diff,-0.9411764705882353,0.0,0.0,1.0,1.0,-0.058823529411764705,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.0689655172413794,-1.0,-1.0,2.0,1.0,0.9310344827586207,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.43999999999999995,0.0,-0.0,-1.0,-1.0,-1.44,Gun_Control,Gun Control,25,30,2,More Radical
diff,-0.9615384615384616,0.0,0.0,1.0,1.0,-0.038461538461538464,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.3999999999999999,0.0,-0.0,-2.0,-2.0,-1.6,Gun_Control,Gun Control,25,30,0,More Moderate
diff,-0.5,0.0,0.0,1.0,1.0,-0.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.5,0.0,-0.0,-2.0,-2.0,-1.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.9361702127659575,0.0,0.0,1.0,1.0,0.06382978723404255,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.33333333333333326,0.0,0.0,1.0,1.0,1.3333333333333333,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.07999999999999996,0.0,0.0,1.0,1.0,0.92,Gun_Control,Gun Control,25,30,0,More Moderate
same,1.0,0.0,-0.0,-1.0,-1.0,-2.0,Gun_Control,Gun Control,25,30,2,More Radical
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-1.0,-1.0,-1.0,2.0,1.0,1.0,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,0.0,1.0,1.0,1.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.2777777777777777,0.0,-0.0,-2.0,-2.0,-1.7222222222222223,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.10526315789473695,0.0,-0.0,-1.0,-1.0,-1.105263157894737,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.6,0.0,0.0,1.0,1.0,0.4,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.2962962962962963,0.0,-0.0,-2.0,-2.0,-1.7037037037037037,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.5416666666666667,-1.0,-1.0,2.0,1.0,0.4583333333333333,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.2666666666666666,-1.0,-1.0,2.0,1.0,1.7333333333333334,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.8,0.0,0.0,2.0,2.0,1.2,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.19999999999999996,-1.0,-1.0,2.0,1.0,1.8,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.7586206896551724,0.0,0.0,2.0,2.0,1.2413793103448276,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5,0.0,-0.0,-2.0,-2.0,-1.5,Gun_Control,Gun Control,25,30,0,More Moderate
diff,-0.75,0.0,0.0,1.0,1.0,-0.25,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.20833333333333326,0.0,-0.0,-2.0,-2.0,-1.7916666666666667,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.9523809523809523,0.0,-0.0,-1.0,-1.0,-1.9523809523809523,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.16666666666666674,0.0,-0.0,-2.0,-2.0,-1.8333333333333333,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.3999999999999999,0.0,-0.0,-2.0,-2.0,-1.6,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.7222222222222222,1.0,1.0,1.0,2.0,0.2777777777777778,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.1860465116279069,-1.0,-1.0,2.0,1.0,0.813953488372093,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.15000000000000002,0.0,0.0,1.0,1.0,0.85,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,0.03333333333333344,0.0,0.0,1.0,1.0,1.0333333333333334,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.30000000000000004,0.0,-0.0,-2.0,-2.0,-1.7,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.0,0.0,-0.0,-2.0,-2.0,-2.0,Gun_Control,Gun Control,25,30,1,Same
same,-0.8333333333333334,0.0,0.0,1.0,1.0,0.16666666666666666,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.6153846153846154,0.0,0.0,1.0,1.0,0.38461538461538464,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.23076923076923084,0.0,0.0,1.0,1.0,1.2307692307692308,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.16666666666666674,0.0,-0.0,-2.0,-2.0,-1.8333333333333333,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.6799999999999999,1.0,1.0,1.0,2.0,1.68,Gun_Control,Gun Control,25,30,2,More Radical
same,-0.33333333333333326,0.0,-0.0,-2.0,-2.0,-1.6666666666666667,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.5,0.0,-0.0,-2.0,-2.0,-1.5,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.3999999999999999,-1.0,-1.0,2.0,1.0,1.6,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.65,0.0,0.0,1.0,1.0,0.35,Gun_Control,Gun Control,25,30,0,More Moderate
same,-1.7222222222222223,-1.0,-1.0,2.0,1.0,0.2777777777777778,Gun_Control,Gun Control,25,30,0,More Moderate
same,-0.3125,0.0,-0.0,-2.0,-2.0,-1.6875,Gun_Control,Gun Control,25,30,0,More Moderate
same,0.5,0.0,-0.0,-1.0,-1.0,-1.5,Gun_Control,Gun Control,25,30,2,More Radical
